اسم_الشركة,السنة,القطاع,فئة_SME,score,size_mean,size_median,size_std,gap_to_size_mean,rank_within_size_segment,count_in_size_segment,percentile_within_size_segment
الإسكندرية أغذية محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,5.0,4.3684,4.31,0.8192,0.6316,51,192,73.96
سيناء خدمات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,4.95,4.3684,4.31,0.8192,0.5816,52,192,73.44
الدلتا زراعة ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.94,4.3684,4.31,0.8192,0.5716,53,192,72.92
حورس بلاستيك محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,4.93,4.3684,4.31,0.8192,0.5616,54,192,72.4
القاهرة صلب ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.91,4.3684,4.31,0.8192,0.5416,55,192,71.88
الجيزة تجارة ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.88,4.3684,4.31,0.8192,0.5116,56,192,71.35
الجيزة تجارة ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.86,4.3684,4.31,0.8192,0.4916,57,192,70.83
القاهرة كيماويات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,4.85,4.3684,4.31,0.8192,0.4816,58,192,70.31
مصر خدمات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.84,4.3684,4.31,0.8192,0.4716,59,192,69.79
الجيزة صلب ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.77,4.3684,4.31,0.8192,0.4016,60,192,69.27
الدلتا كيماويات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.75,4.3684,4.31,0.8192,0.3816,62,192,68.23
النيل صلب ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.75,4.3684,4.31,0.8192,0.3816,62,192,68.23
حورس صلب ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.75,4.3684,4.31,0.8192,0.3816,62,192,68.23
سيناء لوجستيات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.73,4.3684,4.31,0.8192,0.3616,64,192,67.19
الأهرام لوجستيات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.72,4.3684,4.31,0.8192,0.3516,65,192,66.67
النيل كيماويات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.7,4.3684,4.31,0.8192,0.3316,66,192,66.15
الإسكندرية زراعة ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.68,4.3684,4.31,0.8192,0.3116,67,192,65.62
الدلتا خدمات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.66,4.3684,4.31,0.8192,0.2916,68,192,65.1
سيناء كيماويات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.64,4.3684,4.31,0.8192,0.2716,69,192,64.58
حورس منسوجات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.62,4.3684,4.31,0.8192,0.2516,70,192,64.06
الإسكندرية لوجستيات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,4.61,4.3684,4.31,0.8192,0.2416,71,192,63.28
الجيزة أغذية ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.61,4.3684,4.31,0.8192,0.2416,71,192,63.28
القاهرة صلب ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.6,4.3684,4.31,0.8192,0.2316,73,192,62.5
الأهرام كيماويات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.58,4.3684,4.31,0.8192,0.2116,74,192,61.98
القاهرة لوجستيات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.57,4.3684,4.31,0.8192,0.2016,75,192,61.46
الأهرام صلب ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.56,4.3684,4.31,0.8192,0.1916,76,192,60.94
النيل بلاستيك محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,4.55,4.3684,4.31,0.8192,0.1816,77,192,60.42
القاهرة تجارة محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,4.52,4.3684,4.31,0.8192,0.1516,78,192,59.64
الجيزة بلاستيك ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.52,4.3684,4.31,0.8192,0.1516,78,192,59.64
اللوتس زراعة ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.51,4.3684,4.31,0.8192,0.1416,80,192,58.59
الإسكندرية تجارة ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.51,4.3684,4.31,0.8192,0.1416,80,192,58.59
النيل زراعة محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,4.5,4.3684,4.31,0.8192,0.1316,82,192,57.55
الدلتا أغذية ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.5,4.3684,4.31,0.8192,0.1316,82,192,57.55
الأهرام تقنية ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.49,4.3684,4.31,0.8192,0.1216,85,192,56.25
الأهرام بلاستيك ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.49,4.3684,4.31,0.8192,0.1216,85,192,56.25
الدلتا خدمات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,4.49,4.3684,4.31,0.8192,0.1216,85,192,56.25
مصر صلب ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.48,4.3684,4.31,0.8192,0.1116,87,192,55.21
النيل لوجستيات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.47,4.3684,4.31,0.8192,0.1016,88,192,54.43
سيناء صلب ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.47,4.3684,4.31,0.8192,0.1016,88,192,54.43
القاهرة لوجستيات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.46,4.3684,4.31,0.8192,0.0916,90,192,53.65
النيل منسوجات ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.45,4.3684,4.31,0.8192,0.0816,91,192,53.12
الإسكندرية كيماويات ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.44,4.3684,4.31,0.8192,0.0716,92,192,52.6
الجيزة تقنية ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.38,4.3684,4.31,0.8192,0.0116,93,192,52.08
حورس تجارة ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.37,4.3684,4.31,0.8192,0.0016,94,192,51.56
الأهرام لوجستيات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,4.35,4.3684,4.31,0.8192,-0.0184,95,192,51.04
سيناء أغذية ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.31,4.3684,4.31,0.8192,-0.0584,96,192,50.26
حورس كيماويات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.31,4.3684,4.31,0.8192,-0.0584,96,192,50.26
الجيزة منسوجات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,4.26,4.3684,4.31,0.8192,-0.1084,98,192,49.48
الأهرام زراعة محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,4.25,4.3684,4.31,0.8192,-0.1184,100,192,48.44
مصر كيماويات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,4.25,4.3684,4.31,0.8192,-0.1184,100,192,48.44
حورس منسوجات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.25,4.3684,4.31,0.8192,-0.1184,100,192,48.44
الجيزة منسوجات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,4.24,4.3684,4.31,0.8192,-0.1284,102,192,47.4
الجيزة كيماويات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,4.23,4.3684,4.31,0.8192,-0.1384,103,192,46.88
النيل زراعة ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.21,4.3684,4.31,0.8192,-0.1584,104,192,46.09
الأهرام زراعة محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,4.21,4.3684,4.31,0.8192,-0.1584,104,192,46.09
مصر صلب ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.2,4.3684,4.31,0.8192,-0.1684,106,192,45.31
اللوتس صلب ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.18,4.3684,4.31,0.8192,-0.1884,107,192,44.79
الأهرام أغذية ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.17,4.3684,4.31,0.8192,-0.1984,108,192,44.27
الدلتا أغذية ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.16,4.3684,4.31,0.8192,-0.2084,109,192,43.49
اللوتس صلب ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.16,4.3684,4.31,0.8192,-0.2084,109,192,43.49
مصر تقنية ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.12,4.3684,4.31,0.8192,-0.2484,111,192,42.71
الجيزة منسوجات ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.11,4.3684,4.31,0.8192,-0.2584,112,192,42.19
سيناء منسوجات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.1,4.3684,4.31,0.8192,-0.2684,113,192,41.67
اللوتس أغذية ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.07,4.3684,4.31,0.8192,-0.2984,114,192,40.89
الدلتا منسوجات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.07,4.3684,4.31,0.8192,-0.2984,114,192,40.89
اللوتس كيماويات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.05,4.3684,4.31,0.8192,-0.3184,116,192,40.1
اللوتس تجارة ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.04,4.3684,4.31,0.8192,-0.3284,117,192,39.58
القاهرة منسوجات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.03,4.3684,4.31,0.8192,-0.3384,118,192,39.06
اللوتس كيماويات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,4.01,4.3684,4.31,0.8192,-0.3584,119,192,38.54
مصر أغذية ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.99,4.3684,4.31,0.8192,-0.3784,120,192,38.02
الأهرام أغذية ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.98,4.3684,4.31,0.8192,-0.3884,121,192,37.5
الجيزة أغذية ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.94,4.3684,4.31,0.8192,-0.4284,122,192,36.98
الإسكندرية كيماويات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.93,4.3684,4.31,0.8192,-0.4384,123,192,36.46
مصر صلب ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.92,4.3684,4.31,0.8192,-0.4484,125,192,35.16
الجيزة بلاستيك ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.92,4.3684,4.31,0.8192,-0.4484,125,192,35.16
الجيزة لوجستيات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,3.92,4.3684,4.31,0.8192,-0.4484,125,192,35.16
سيناء خدمات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.92,4.3684,4.31,0.8192,-0.4484,125,192,35.16
الجيزة خدمات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,3.9,4.3684,4.31,0.8192,-0.4684,128,192,33.85
اللوتس منسوجات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,3.89,4.3684,4.31,0.8192,-0.4784,129,192,33.07
اللوتس لوجستيات ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.89,4.3684,4.31,0.8192,-0.4784,129,192,33.07
مصر كيماويات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.88,4.3684,4.31,0.8192,-0.4884,131,192,32.29
الأهرام خدمات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.84,4.3684,4.31,0.8192,-0.5284,132,192,31.77
الدلتا زراعة ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.77,4.3684,4.31,0.8192,-0.5984,133,192,30.99
الإسكندرية بلاستيك محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,3.77,4.3684,4.31,0.8192,-0.5984,133,192,30.99
القاهرة لوجستيات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.76,4.3684,4.31,0.8192,-0.6084,135,192,29.95
النيل تقنية ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.76,4.3684,4.31,0.8192,-0.6084,135,192,29.95
الإسكندرية تجارة محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,3.74,4.3684,4.31,0.8192,-0.6284,137,192,29.17
القاهرة تقنية ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.71,4.3684,4.31,0.8192,-0.6584,138,192,28.65
الدلتا زراعة ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.69,4.3684,4.31,0.8192,-0.6784,139,192,28.12
الأهرام كيماويات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.68,4.3684,4.31,0.8192,-0.6884,140,192,27.6
القاهرة صلب ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.67,4.3684,4.31,0.8192,-0.6984,142,192,26.56
مصر كيماويات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.67,4.3684,4.31,0.8192,-0.6984,142,192,26.56
القاهرة صلب ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.67,4.3684,4.31,0.8192,-0.6984,142,192,26.56
سيناء أغذية ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.66,4.3684,4.31,0.8192,-0.7084,144,192,25.26
سيناء تجارة ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.66,4.3684,4.31,0.8192,-0.7084,144,192,25.26
مصر لوجستيات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,3.65,4.3684,4.31,0.8192,-0.7184,146,192,24.22
القاهرة تقنية ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.65,4.3684,4.31,0.8192,-0.7184,146,192,24.22
مصر كيماويات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.64,4.3684,4.31,0.8192,-0.7284,148,192,23.44
الجيزة تقنية ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.63,4.3684,4.31,0.8192,-0.7384,149,192,22.66
اللوتس منسوجات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.63,4.3684,4.31,0.8192,-0.7384,149,192,22.66
الجيزة صلب محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,3.61,4.3684,4.31,0.8192,-0.7584,151,192,21.88
سيناء خدمات ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.6,4.3684,4.31,0.8192,-0.7684,152,192,21.35
حورس صلب ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.59,4.3684,4.31,0.8192,-0.7784,153,192,20.57
الجيزة كيماويات ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.59,4.3684,4.31,0.8192,-0.7784,153,192,20.57
سيناء صلب محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,3.57,4.3684,4.31,0.8192,-0.7984,155,192,19.53
الإسكندرية صلب ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.57,4.3684,4.31,0.8192,-0.7984,155,192,19.53
حورس كيماويات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,3.56,4.3684,4.31,0.8192,-0.8084,157,192,18.49
الأهرام بلاستيك ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.56,4.3684,4.31,0.8192,-0.8084,157,192,18.49
حورس زراعة محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,3.55,4.3684,4.31,0.8192,-0.8184,159,192,17.71
مصر أغذية ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.54,4.3684,4.31,0.8192,-0.8284,160,192,16.93
الإسكندرية كيماويات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.54,4.3684,4.31,0.8192,-0.8284,160,192,16.93
الدلتا لوجستيات ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.51,4.3684,4.31,0.8192,-0.8584,162,192,15.89
الجيزة زراعة ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.51,4.3684,4.31,0.8192,-0.8584,162,192,15.89
الدلتا تجارة ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.46,4.3684,4.31,0.8192,-0.9084,164,192,15.1
سيناء زراعة ش.ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.45,4.3684,4.31,0.8192,-0.9184,165,192,14.58
اللوتس تجارة ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.44,4.3684,4.31,0.8192,-0.9284,166,192,14.06
القاهرة منسوجات محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,3.43,4.3684,4.31,0.8192,-0.9384,167,192,13.54
القاهرة بلاستيك ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.41,4.3684,4.31,0.8192,-0.9584,168,192,13.02
القاهرة تقنية ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.4,4.3684,4.31,0.8192,-0.9684,169,192,12.5
الأهرام تجارة ذ.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.38,4.3684,4.31,0.8192,-0.9884,170,192,11.98
اللوتس كيماويات ش.م.م,2021,أنشطة الإقامة وخدمات الطعام,small,3.37,4.3684,4.31,0.8192,-0.9984,171,192,11.46
الأهرام زراعة محدودة,2021,أنشطة الإقامة وخدمات الطعام,small,3.36,4.3684,4.31,0.8192,-1.0084,172,192,10.68
