tax_id,name,isic_section,sector,isic_class,is_industrial,start_year,close_year,paid_in_capital_egp,sme_tier_init,isic_class_name_en
EG6185234466,Alex Services LLC,F,Construction,F4330,1,2018,10000,4900903.0,small,Building completion and finishing
EG6362717489,Sinai Agri Ltd.,F,Construction,F4210,1,2018,10000,2652764.0,small,Construction of roads and railways
EG1882746698,Horus Agri Ltd.,C,Manufacturing,C2817,1,2010,2017,6196648.0,medium,Manufacture of office machinery and equipment (except computers and peripheral equipment)
EG2903597727,Horus Foods SAE,H,Transportation and storage,H4922,0,2007,10000,3874536.0,medium,Other passenger land transport
EG7758947166,Nile Chem Co.,C,Manufacturing,C3011,1,2011,10000,8747332.0,medium,Building of ships and floating structures
EG8356222207,Alex Agri LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4530,0,2019,10000,2741410.0,small,Sale of motor vehicle parts and accessories
EG6016759902,Giza Textiles Co.,I,Accommodation and food service activities,I5621,0,2008,10000,2501107.0,small,Event catering
EG4013682336,Pyramid Agri SAE,F,Construction,F4322,1,2009,10000,13798836.0,medium,"Plumbing, heat and air-conditioning installation"
EG5089998838,Cairo Steel Co.,F,Construction,F4321,1,2006,10000,2254217.0,small,Electrical installation
EG6726240584,Pyramid Textiles LLC,F,Construction,F4312,1,2008,10000,6570007.0,medium,Site preparation
EG3754267297,Giza Agri Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4730,0,2009,2012,4408136.0,medium,Retail sale of automotive fuel in specialized stores
EG6816734290,Cairo Steel LLC,K,Financial and insurance activities,K6621,0,2009,10000,3840398.0,medium,Risk and damage evaluation
EG8338942860,Cairo Logistics SAE,F,Construction,F4329,1,2024,2036,7607800.0,medium,Other construction installation
EG1459650883,Lotus Trading LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4742,0,2010,10000,4962387.0,medium,Retail sale of audio and video equipment in specialized stores
EG5259864046,Misr Foods LLC,S,Other service activities,S9411,0,2019,10000,805454.0,small,Activities of business and employers membership organizations
EG9010570594,Pyramid Chem LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4761,0,2015,10000,1538633.0,small,"Retail sale of books, newspapers and stationary in specialized stores"
EG6519036591,Pyramid Foods LLC,F,Construction,F4321,1,2021,10000,8316245.0,medium,Electrical installation
EG7669162192,Alex Logistics LLC,M,"Professional, scientific and technical activities",M7220,0,2006,10000,1386786.0,small,Research and experimental development on social sciences and humanities
EG9815328002,Cairo Plastics LLC,P,Education,P8541,0,2018,10000,3788912.0,medium,Sports and recreation education
EG7750326084,Sinai Plastics SAE,K,Financial and insurance activities,K6630,0,2005,10000,3242066.0,medium,Fund management activities
EG5509690188,Cairo Steel Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4799,0,2016,10000,278157.0,small,"Other retail sale not in stores, stalls or markets"
EG3571150692,Pyramid Foods LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4722,0,2009,10000,2341371.0,small,Retail sale of beverages in specialized stores
EG9349946554,Pyramid Services Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4649,0,2019,2030,3967721.0,medium,Wholesale of other household goods
EG3511663773,Nile Chem LLC,Q,Human health and social work activities,Q8890,0,2007,10000,4037000.0,medium,Other social work activities without accommodation
EG7290891725,Alex Tech Co.,A,"Agriculture, forestry and fishing",A0170,1,2008,2021,9490344.0,medium,"Hunting, trapping and related service activities"
EG8712479361,Giza Steel LLC,N,Administrative and support service activities,N8110,0,2018,10000,1725901.0,small,Combined facilities support activities
EG1608174479,Horus Tech Co.,F,Construction,F4100,1,2013,10000,1797501.0,small,Construction of buildings
EG4266889557,Misr Foods SAE,C,Manufacturing,C1311,1,2018,10000,5799420.0,medium,Preparation and spinning of textile fibres
EG1430878336,Giza Services Ltd.,M,"Professional, scientific and technical activities",M6920,0,2023,10000,3062802.0,medium,"Accounting, bookkeeping and auditing activities; tax consultancy"
EG4978707756,Cairo Agri LLC,M,"Professional, scientific and technical activities",M7220,0,2010,10000,65550.0,small,Research and experimental development on social sciences and humanities
EG6990567947,Sinai Textiles LLC,A,"Agriculture, forestry and fishing",A0141,1,2007,2009,12111346.0,medium,Raising of cattle and buffaloes
EG4679661808,Sinai Steel LLC,F,Construction,F4290,1,2016,10000,6655236.0,medium,Construction of other civil engineering projects
EG6366035776,Pyramid Foods LLC,C,Manufacturing,C2012,1,2010,10000,10396675.0,medium,Manufacture of fertilizers and nitrogen compounds
EG6670719348,Pyramid Trading Ltd.,K,Financial and insurance activities,K6499,0,2015,10000,3096726.0,medium,"Other financial service activities, except insurance and pension funding activities, n.e.c."
EG8167995268,Nile Foods Co.,P,Education,P8541,0,2023,10000,4847119.0,medium,Sports and recreation education
EG4019143241,Pyramid Chem LLC,F,Construction,F4100,1,2005,10000,2331614.0,small,Construction of buildings
EG8366560788,Nile Foods Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4781,0,2015,10000,3398411.0,medium,"Retail sale via stalls and markets of food, beverages and tobacco products"
EG6631085370,Horus Tech Co.,A,"Agriculture, forestry and fishing",A0161,1,2007,10000,4702294.0,small,Support activities for crop production
EG3727263041,Horus Foods Co.,C,Manufacturing,C1623,1,2012,10000,5652487.0,medium,Manufacture of wooden containers
EG6991186728,Cairo Textiles LLC,C,Manufacturing,C1073,1,2024,10000,13859483.0,medium,"Manufacture of cocoa, chocolate and sugar confectionery"
EG5096995762,Lotus Tech Co.,J,Information and communication,J5912,0,2016,10000,4402092.0,medium,"Motion picture, video and television programme post-production activities"
EG4220891113,Misr Textiles Co.,D,"Electricity, gas, steam and air conditioning supply",D3530,1,2011,10000,1869500.0,small,Steam and air conditioning supply
EG1553662375,Pyramid Steel Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4653,0,2016,10000,4008129.0,medium,"Wholesale of agricultural machinery, equipment and supplies"
EG2103244477,Delta Agri Ltd.,F,Construction,F4330,1,2006,10000,1484357.0,small,Building completion and finishing
EG9440748275,Misr Plastics SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4761,0,2024,10000,1056085.0,small,"Retail sale of books, newspapers and stationary in specialized stores"
EG3871269160,Pyramid Trading SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4782,0,2020,10000,560601.0,small,"Retail sale via stalls and markets of textiles, clothing and footwear"
EG7201757756,Giza Chem Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4730,0,2018,10000,192885.0,small,Retail sale of automotive fuel in specialized stores
EG6358214609,Sinai Plastics SAE,F,Construction,F4220,1,2008,10000,1996347.0,small,Construction of utility projects
EG1387573685,Pyramid Plastics Ltd.,Q,Human health and social work activities,Q8620,0,2006,10000,3834421.0,medium,Medical and dental practice activities
EG6940015333,Horus Foods Ltd.,Q,Human health and social work activities,Q8710,0,2010,10000,1694995.0,small,Residential nursing care facilities
EG1417367806,Giza Agri Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4772,0,2012,10000,3153627.0,medium,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
EG9574913389,Sinai Steel LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4741,0,2022,10000,553693.0,small,"Retail sale of computers, peripheral units, software and telecommunications equipment in specialized stores"
EG3676320709,Sinai Agri LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4663,0,2011,10000,3022317.0,medium,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies"
EG3587134158,Cairo Agri Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4690,0,2015,2022,1786219.0,small,Non-specialized wholesale trade
EG9532306904,Nile Foods LLC,S,Other service activities,S9522,0,2016,10000,2837386.0,small,Repair of household appliances and home and garden equipment
EG1331012568,Lotus Steel Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4610,0,2017,10000,4475250.0,medium,Wholesale on a fee or contract basis
EG9090520322,Delta Chem Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4773,0,2023,10000,4632278.0,medium,Other retail sale of new goods in specialized stores
EG8201963380,Horus Tech Co.,S,Other service activities,S9499,0,2020,2021,818768.0,small,Activities of other membership organizations n.e.c.
EG8405491492,Horus Chem Co.,I,Accommodation and food service activities,I5629,0,2016,10000,2827848.0,small,Other food service activities
EG2503799333,Horus Agri Ltd.,C,Manufacturing,C2410,1,2017,10000,4875696.0,small,Manufacture of basic iron and steel
EG3902524077,Nile Foods LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4719,0,2014,10000,3010666.0,medium,Other retail sale in non-specialized stores
EG7666121720,Alex Steel SAE,M,"Professional, scientific and technical activities",M7210,0,2008,10000,812309.0,small,Research and experimental development on natural sciences and engineering
EG1602691623,Delta Logistics Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4719,0,2020,10000,696885.0,small,Other retail sale in non-specialized stores
EG5690151059,Misr Textiles LLC,F,Construction,F4100,1,2021,10000,1522471.0,small,Construction of buildings
EG2555843998,Horus Textiles LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4799,0,2018,10000,4196807.0,medium,"Other retail sale not in stores, stalls or markets"
EG9427070356,Alex Tech Ltd.,J,Information and communication,J6130,0,2018,2019,1986461.0,small,Satellite telecommunications activities
EG2538036243,Lotus Plastics Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4620,0,2013,10000,3094773.0,medium,Wholesale of agricultural raw materials and live animals
EG8801646286,Giza Foods LLC,A,"Agriculture, forestry and fishing",A0126,1,2023,10000,10828026.0,medium,Growing of oleaginous fruits
EG4982703468,Delta Trading SAE,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4781,0,2017,10000,3005052.0,medium,"Retail sale via stalls and markets of food, beverages and tobacco products"
EG5217714307,Misr Foods Co.,K,Financial and insurance activities,K6619,0,2024,10000,1384655.0,small,Other activities auxiliary to financial service activities
EG1095749089,Sinai Services LLC,C,Manufacturing,C2394,1,2011,10000,12364807.0,medium,"Manufacture of cement, lime and plaster"
EG2722101986,Nile Foods Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4791,0,2012,10000,3152321.0,medium,Retail sale via mail order houses or via Internet
EG7931638962,Giza Services Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4661,0,2011,10000,3517946.0,medium,"Wholesale of solid, liquid and gaseous fuels and related products"
EG5849875870,Alex Foods Ltd.,F,Construction,F4322,1,2013,10000,7666571.0,medium,"Plumbing, heat and air-conditioning installation"
EG7710295405,Misr Agri SAE,J,Information and communication,J6312,0,2009,2015,3511898.0,medium,Web portals
EG3920771669,Horus Steel LLC,C,Manufacturing,C3314,1,2011,10000,4696157.0,small,Repair of electrical equipment
EG2960519459,Lotus Tech Ltd.,Q,Human health and social work activities,Q8620,0,2018,10000,4478774.0,medium,Medical and dental practice activities
EG3056250800,Horus Trading LLC,K,Financial and insurance activities,K6611,0,2008,10000,4432618.0,medium,Administration of financial markets
EG5032707634,Lotus Textiles Ltd.,N,Administrative and support service activities,N8292,0,2008,10000,4940367.0,medium,Packaging activities
EG9273972081,Nile Chem Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4752,0,2015,10000,2654574.0,small,"Retail sale of hardware, paints and glass in specialized stores"
EG8030216732,Pyramid Chem Ltd.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4620,0,2007,10000,321659.0,small,Wholesale of agricultural raw materials and live animals
EG1356845531,Cairo Logistics LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4742,0,2006,10000,1488127.0,small,Retail sale of audio and video equipment in specialized stores
EG6806441029,Pyramid Tech Ltd.,C,Manufacturing,C3040,1,2017,10000,13163404.0,medium,Manufacture of military fighting vehicles
EG3194115198,Cairo Steel Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4799,0,2011,2018,685006.0,small,"Other retail sale not in stores, stalls or markets"
EG5752891959,Lotus Logistics Co.,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4669,0,2014,10000,1963421.0,small,Wholesale of waste and scrap and other products n.e.c.
EG2138919792,Cairo Foods Co.,N,Administrative and support service activities,N7740,0,2017,2025,752091.0,small,"Leasing of intellectual property and similar products, except copyrighted works"
EG1063734730,Cairo Plastics LLC,C,Manufacturing,C2822,1,2005,10000,1783501.0,small,Manufacture of metal-forming machinery and machine tools
EG8263340639,Sinai Logistics Ltd.,A,"Agriculture, forestry and fishing",A0128,1,2009,10000,10053782.0,medium,"Growing of spices, aromatic, drug and pharmaceutical crops"
EG9250437897,Nile Agri LLC,L,Real estate activities,L6820,0,2017,2019,3533423.0,medium,Real estate activities on a fee or contract basis
EG7623870277,Cairo Trading Co.,S,Other service activities,S9511,0,2011,10000,4220511.0,medium,Repair of computers and peripheral equipment
EG6764633731,Nile Foods LLC,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,G4620,0,2007,10000,3634336.0,medium,Wholesale of agricultural raw materials and live animals
