الرقم_الضريبي,name_ar,isic_section,الفرع_كود,is_industrial,start_year,close_year,رأس_المال_المدفوع_جنيه,فئة_SME_أولية,branches,المجموع_كود,القسم_كود,الفرع,المجموع,القسم,القطاع,اسم_الشركة
814923146,الأهرام أغذية ش.م.م,H,H5310,0,2014,10000,1360083.0,small,1,H53,H5,,,,النقل والتخزين,الأهرام أغذية ش.م.م
509778643,النيل كيماويات ش.ذ.م.م,G,G4520,0,2006,10000,2869338.0,small,1,G45,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,النيل كيماويات ش.ذ.م.م
269661689,القاهرة تقنية ش.م.م,F,F4321,1,2007,10000,4648509.0,small,1,F43,F4,,,,التشييد والبناء,القاهرة تقنية ش.م.م
663577986,اللوتس تقنية محدودة,A,A0111,1,2005,10000,1037109.0,small,1,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,اللوتس تقنية محدودة
825674036,الجيزة زراعة ذ.م.م,G,G4730,0,2011,10000,577898.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الجيزة زراعة ذ.م.م
416195797,الإسكندرية تجارة محدودة,R,R9101,0,2023,10000,3213671.0,medium,9,R91,R9,,,,الفنون والترفيه والتسلية,الإسكندرية تجارة محدودة
752165473,الأهرام بلاستيك ش.م.م,A,A0149,1,2021,10000,14838433.0,medium,1,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,الأهرام بلاستيك ش.م.م
685009246,الأهرام خدمات ذ.م.م,H,H5011,0,2008,10000,1446007.0,small,1,H50,H5,,,,النقل والتخزين,الأهرام خدمات ذ.م.م
536282161,الإسكندرية كيماويات محدودة,D,D3510,1,2017,2025,2740119.0,small,1,D35,D3,,,,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,الإسكندرية كيماويات محدودة
914599428,الدلتا أغذية ش.م.م,S,S9499,0,2014,10000,3394863.0,medium,1,S94,S9,,,,أنشطة الخدمات الأخرى,الدلتا أغذية ش.م.م
372256385,اللوتس أغذية ش.ذ.م.م,M,M7490,0,2010,10000,4402822.0,medium,1,M74,M7,,,,الأنشطة المهنية والعلمية والتقنية,اللوتس أغذية ش.ذ.م.م
278799551,سيناء زراعة ش.ذ.م.م,E,E3821,1,2019,10000,1122979.0,small,1,E38,E3,,,,إمدادات المياه؛ الصرف الصحي وإدارة النفايات ومعالجتها,سيناء زراعة ش.ذ.م.م
910605684,مصر تجارة ش.ذ.م.م,S,S9521,0,2011,10000,2677902.0,small,1,S95,S9,,,,أنشطة الخدمات الأخرى,مصر تجارة ش.ذ.م.م
523812892,سيناء بلاستيك ذ.م.م,G,G4711,0,2014,10000,915463.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,سيناء بلاستيك ذ.م.م
143265278,اللوتس صلب ش.ذ.م.م,J,J6311,0,2022,10000,1296697.0,small,8,J63,J6,,,,المعلومات والاتصالات,اللوتس صلب ش.ذ.م.م
400932749,مصر أغذية ش.م.م,F,F4210,1,2020,10000,2745206.0,small,1,F42,F4,,,,التشييد والبناء,مصر أغذية ش.م.م
442747882,القاهرة تجارة ش.م.م,F,F4220,1,2020,10000,4081999.0,small,1,F42,F4,,,,التشييد والبناء,القاهرة تجارة ش.م.م
904013026,الدلتا منسوجات محدودة,C,C2670,1,2013,10000,4157041.0,small,1,C26,C2,,,,الصناعة التحويلية,الدلتا منسوجات محدودة
844041327,الجيزة كيماويات ش.م.م,F,F4390,1,2006,2008,3286558.0,small,1,F43,F4,,,,التشييد والبناء,الجيزة كيماويات ش.م.م
674834359,مصر تقنية ذ.م.م,G,G4530,0,2012,2013,208351.0,small,1,G45,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,مصر تقنية ذ.م.م
315791906,الدلتا منسوجات ش.م.م,A,A0210,1,2009,10000,7952793.0,medium,1,A02,A0,,,,الزراعة والحراجة وصيد الأسماك,الدلتا منسوجات ش.م.م
136845621,الإسكندرية بلاستيك محدودة,A,A0322,1,2005,10000,8958464.0,medium,1,A03,A0,,,,الزراعة والحراجة وصيد الأسماك,الإسكندرية بلاستيك محدودة
891238106,الأهرام زراعة ذ.م.م,A,A0164,1,2006,10000,2514936.0,small,9,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,الأهرام زراعة ذ.م.م
881040006,النيل خدمات ش.م.م,N,N7740,0,2015,10000,1798020.0,small,1,N77,N7,,,,أنشطة الخدمات الإدارية وخدمات الدعم,النيل خدمات ش.م.م
243776698,الأهرام صلب ش.م.م,G,G4510,0,2024,10000,3022532.0,medium,8,G45,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الأهرام صلب ش.م.م
938577417,الأهرام صلب ش.م.م,Q,Q8690,0,2009,2015,477460.0,small,1,Q86,Q8,,,,الصحة البشرية والعمل الاجتماعي,الأهرام صلب ش.م.م
852030655,حورس خدمات محدودة,G,G4730,0,2019,10000,1124264.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,حورس خدمات محدودة
312866062,حورس بلاستيك ش.ذ.م.م,G,G4742,0,2019,10000,1090869.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,حورس بلاستيك ش.ذ.م.م
416755700,القاهرة تقنية ش.ذ.م.م,G,G4610,0,2023,10000,4108685.0,medium,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,القاهرة تقنية ش.ذ.م.م
322054435,مصر لوجستيات محدودة,L,L6820,0,2014,10000,2857651.0,small,2,L68,L6,,,,الأنشطة العقارية,مصر لوجستيات محدودة
133180123,القاهرة خدمات محدودة,G,G4761,0,2011,10000,4210122.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,القاهرة خدمات محدودة
372397095,الإسكندرية خدمات ش.م.م,M,M7220,0,2022,10000,3179607.0,medium,1,M72,M7,,,,الأنشطة المهنية والعلمية والتقنية,الإسكندرية خدمات ش.م.م
701232234,النيل بلاستيك ش.ذ.م.م,G,G4789,0,2012,10000,2417732.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,النيل بلاستيك ش.ذ.م.م
783813207,الإسكندرية زراعة ش.م.م,C,C2211,1,2023,10000,1704858.0,small,1,C22,C2,,,,الصناعة التحويلية,الإسكندرية زراعة ش.م.م
319129429,النيل لوجستيات محدودة,G,G4772,0,2012,10000,941369.0,small,6,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,النيل لوجستيات محدودة
881078840,الأهرام تقنية محدودة,A,A0113,1,2011,10000,2155389.0,small,1,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,الأهرام تقنية محدودة
873902649,الدلتا تجارة ذ.م.م,G,G4764,0,2005,10000,2638429.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الدلتا تجارة ذ.م.م
512164196,سيناء لوجستيات ذ.م.م,G,G4690,0,2010,10000,1654137.0,small,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,سيناء لوجستيات ذ.م.م
488299483,مصر زراعة ش.م.م,J,J6010,0,2007,2015,620359.0,small,1,J60,J6,,,,المعلومات والاتصالات,مصر زراعة ش.م.م
505372123,الدلتا منسوجات ش.ذ.م.م,T,T9700,0,2013,10000,4013946.0,medium,1,T97,T9,,,,أنشطة الأسر المعيشية كأصحاب عمل؛ أنشطة إنتاج السلع والخدمات للاستخدام الخاص,الدلتا منسوجات ش.ذ.م.م
145614822,مصر صلب ذ.م.م,C,C2511,1,2014,10000,5584611.0,medium,1,C25,C2,,,,الصناعة التحويلية,مصر صلب ذ.م.م
706506902,النيل لوجستيات ذ.م.م,H,H5229,0,2010,10000,2470778.0,small,1,H52,H5,,,,النقل والتخزين,النيل لوجستيات ذ.م.م
959123509,مصر تجارة ش.م.م,M,M7210,0,2008,10000,2032991.0,small,4,M72,M7,,,,الأنشطة المهنية والعلمية والتقنية,مصر تجارة ش.م.م
126454710,اللوتس خدمات ش.م.م,J,J6110,0,2021,10000,2662849.0,small,1,J61,J6,,,,المعلومات والاتصالات,اللوتس خدمات ش.م.م
818089051,سيناء أغذية ذ.م.م,F,F4322,1,2006,10000,2146873.0,small,1,F43,F4,,,,التشييد والبناء,سيناء أغذية ذ.م.م
299425463,حورس منسوجات محدودة,G,G4773,0,2023,10000,265979.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,حورس منسوجات محدودة
159300185,اللوتس بلاستيك ش.ذ.م.م,Q,Q8720,0,2009,10000,973211.0,small,1,Q87,Q8,,,,الصحة البشرية والعمل الاجتماعي,اللوتس بلاستيك ش.ذ.م.م
191260254,مصر بلاستيك ش.م.م,G,G4663,0,2024,10000,2343518.0,small,6,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,مصر بلاستيك ش.م.م
389295849,الإسكندرية تقنية ذ.م.م,I,I5590,0,2008,10000,3324014.0,medium,1,I55,I5,,,,أنشطة الإقامة وخدمات الطعام,الإسكندرية تقنية ذ.م.م
471577185,الإسكندرية منسوجات محدودة,G,G4721,0,2013,10000,3032627.0,medium,8,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الإسكندرية منسوجات محدودة
609832962,الجيزة بلاستيك ذ.م.م,M,M7220,0,2010,10000,3360041.0,medium,1,M72,M7,,,,الأنشطة المهنية والعلمية والتقنية,الجيزة بلاستيك ذ.م.م
324988599,الدلتا زراعة ش.ذ.م.م,G,G4781,0,2013,2015,435024.0,small,2,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الدلتا زراعة ش.ذ.م.م
494994772,الإسكندرية أغذية ش.م.م,L,L6810,0,2021,10000,2391403.0,small,1,L68,L6,,,,الأنشطة العقارية,الإسكندرية أغذية ش.م.م
954728657,الأهرام زراعة ش.ذ.م.م,F,F4330,1,2008,10000,2491997.0,small,1,F43,F4,,,,التشييد والبناء,الأهرام زراعة ش.ذ.م.م
847378555,الإسكندرية أغذية ذ.م.م,F,F4210,1,2021,10000,4278380.0,small,8,F42,F4,,,,التشييد والبناء,الإسكندرية أغذية ذ.م.م
552179992,سيناء بلاستيك ش.ذ.م.م,C,C2817,1,2014,10000,14596162.0,medium,4,C28,C2,,,,الصناعة التحويلية,سيناء بلاستيك ش.ذ.م.م
576656380,النيل تقنية محدودة,H,H4922,0,2012,10000,4924850.0,medium,1,H49,H4,,,,النقل والتخزين,النيل تقنية محدودة
355234677,الدلتا كيماويات ش.م.م,C,C3011,1,2006,10000,9135441.0,medium,1,C30,C3,,,,الصناعة التحويلية,الدلتا كيماويات ش.م.م
296576084,الجيزة بلاستيك محدودة,G,G4530,0,2007,10000,2141168.0,small,4,G45,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الجيزة بلاستيك محدودة
512870379,الأهرام صلب ذ.م.م,I,I5621,0,2017,10000,2461735.0,small,1,I56,I5,,,,أنشطة الإقامة وخدمات الطعام,الأهرام صلب ذ.م.م
379849002,اللوتس منسوجات ش.م.م,F,F4322,1,2011,10000,10149796.0,medium,1,F43,F4,,,,التشييد والبناء,اللوتس منسوجات ش.م.م
212018386,الدلتا أغذية ش.م.م,F,F4321,1,2009,10000,2838878.0,small,1,F43,F4,,,,التشييد والبناء,الدلتا أغذية ش.م.م
273425870,مصر تقنية محدودة,F,F4312,1,2010,10000,8605954.0,medium,1,F43,F4,,,,التشييد والبناء,مصر تقنية محدودة
474785444,مصر تجارة ذ.م.م,G,G4730,0,2022,10000,3602699.0,medium,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,مصر تجارة ذ.م.م
989124649,حورس أغذية ش.ذ.م.م,K,K6621,0,2015,10000,3694734.0,medium,1,K66,K6,,,,الأنشطة المالية وأنشطة التأمين,حورس أغذية ش.ذ.م.م
891984415,سيناء لوجستيات ذ.م.م,F,F4329,1,2012,10000,11293467.0,medium,6,F43,F4,,,,التشييد والبناء,سيناء لوجستيات ذ.م.م
333373953,اللوتس خدمات ش.ذ.م.م,G,G4742,0,2024,10000,3953329.0,medium,9,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,اللوتس خدمات ش.ذ.م.م
254746002,اللوتس أغذية ش.م.م,S,S9411,0,2017,10000,2780732.0,small,1,S94,S9,,,,أنشطة الخدمات الأخرى,اللوتس أغذية ش.م.م
298090950,حورس صلب ذ.م.م,G,G4761,0,2011,10000,1555698.0,small,6,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,حورس صلب ذ.م.م
517720711,الأهرام تجارة محدودة,F,F4321,1,2006,2019,1194768.0,small,8,F43,F4,,,,التشييد والبناء,الأهرام تجارة محدودة
476803103,القاهرة بلاستيك ش.م.م,M,M7220,0,2012,10000,2629590.0,small,1,M72,M7,,,,الأنشطة المهنية والعلمية والتقنية,القاهرة بلاستيك ش.م.م
851709995,الدلتا صلب ذ.م.م,P,P8541,0,2011,10000,3006633.0,medium,8,P85,P8,,,,التعليم,الدلتا صلب ذ.م.م
306531947,الجيزة كيماويات ش.م.م,K,K6630,0,2019,10000,4013579.0,medium,1,K66,K6,,,,الأنشطة المالية وأنشطة التأمين,الجيزة كيماويات ش.م.م
531607037,الأهرام تقنية ذ.م.م,G,G4799,0,2013,2016,2990226.0,small,1,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,الأهرام تقنية ذ.م.م
580895724,النيل لوجستيات ذ.م.م,G,G4722,0,2024,10000,2886835.0,small,5,G47,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,النيل لوجستيات ذ.م.م
785215860,النيل صلب ذ.م.م,G,G4649,0,2023,10000,2692838.0,small,1,G46,G4,,,,تجارة الجملة والتجزئة؛ إصلاح المركبات ذات المحركات والدراجات النارية,النيل صلب ذ.م.م
425492269,مصر صلب ش.م.م,Q,Q8890,0,2021,10000,727691.0,small,1,Q88,Q8,,,,الصحة البشرية والعمل الاجتماعي,مصر صلب ش.م.م
189182900,النيل تجارة محدودة,A,A0170,1,2012,10000,12814550.0,medium,1,A01,A0,,,,الزراعة والحراجة وصيد الأسماك,النيل تجارة محدودة
719385102,سيناء زراعة ذ.م.م,N,N8110,0,2024,10000,2172263.0,small,1,N81,N8,,,,أنشطة الخدمات الإدارية وخدمات الدعم,سيناء زراعة ذ.م.م
940929798,سيناء أغذية ذ.م.م,F,F4100,1,2021,10000,1177630.0,small,1,F41,F4,,,,التشييد والبناء,سيناء أغذية ذ.م.م
